coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,cod,rain,snow
"{'lon': 93.0408, 'lat': 60.3725}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': -7.46, 'feels_like': -13.47, 'temp_min': -7.46, 'temp_max': -7.46, 'pressure': 1017, 'humidity': 91}",10000.0,"{'speed': 4.02, 'deg': 263, 'gust': 10.73}",{'all': 100},1710685327,"{'type': 2, 'id': 2088067, 'country': 'RU', 'sunrise': 1710633507, 'sunset': 1710676436}",25200,1492566,Severo-Yeniseyskiy,200,,
"{'lon': -151.4333, 'lat': -16.7333}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 28.25, 'feels_like': 31.3, 'temp_min': 28.25, 'temp_max': 28.25, 'pressure': 1010, 'humidity': 71, 'sea_level': 1010, 'grnd_level': 1010}",10000.0,"{'speed': 0.89, 'deg': 15, 'gust': 1}",{'all': 82},1710685070,"{'country': 'PF', 'sunrise': 1710691752, 'sunset': 1710735514}",-36000,4033205,Uturoa,200,{'1h': 0.1},
"{'lon': 127.6694, 'lat': 26.1247}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 19.99, 'feels_like': 20.34, 'temp_min': 19.49, 'temp_max': 20.22, 'pressure': 1016, 'humidity': 88}",10000.0,"{'speed': 9.26, 'deg': 360}",{'all': 100},1710685327,"{'type': 1, 'id': 8137, 'country': 'JP', 'sunrise': 1710624995, 'sunset': 1710668330}",32400,1861280,Itoman,200,,
"{'lon': 2.6036, 'lat': 6.4965}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 32.9, 'feels_like': 38.24, 'temp_min': 32.9, 'temp_max': 32.9, 'pressure': 1007, 'humidity': 57, 'sea_level': 1007, 'grnd_level': 1005}",10000.0,"{'speed': 6.1, 'deg': 191, 'gust': 5.42}",{'all': 9},1710685327,"{'type': 1, 'id': 1119, 'country': 'BJ', 'sunrise': 1710654904, 'sunset': 1710698441}",3600,2392087,Porto-Novo,200,,
"{'lon': 20.5833, 'lat': -4.3167}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 37.94, 'feels_like': 39.68, 'temp_min': 37.94, 'temp_max': 37.94, 'pressure': 1004, 'humidity': 31, 'sea_level': 1004, 'grnd_level': 966}",10000.0,"{'speed': 1.82, 'deg': 135, 'gust': 2.97}",{'all': 5},1710685328,"{'country': 'CD', 'sunrise': 1710650536, 'sunset': 1710694179}",7200,215976,Ilebo,200,,
"{'lon': 49.1242, 'lat': 14.5425}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 26.48, 'feels_like': 26.48, 'temp_min': 26.48, 'temp_max': 26.48, 'pressure': 1013, 'humidity': 67, 'sea_level': 1013, 'grnd_level': 1004}",10000.0,"{'speed': 2.59, 'deg': 103, 'gust': 2.18}",{'all': 0},1710685328,"{'country': 'YE', 'sunrise': 1710643780, 'sunset': 1710687239}",10800,78754,Mukalla,200,,
"{'lon': 13.4925, 'lat': -14.9172}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 26.58, 'feels_like': 26.58, 'temp_min': 26.58, 'temp_max': 26.58, 'pressure': 1010, 'humidity': 43, 'sea_level': 1010, 'grnd_level': 830}",10000.0,"{'speed': 3.77, 'deg': 98, 'gust': 6.3}",{'all': 43},1710685328,"{'country': 'AO', 'sunrise': 1710652177, 'sunset': 1710695942}",3600,3347762,Lubango,200,,
"{'lon': -9.2629, 'lat': 42.9049}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 15.97, 'feels_like': 16.18, 'temp_min': 15.97, 'temp_max': 17.08, 'pressure': 1020, 'humidity': 98, 'sea_level': 1020, 'grnd_level': 1019}",7702.0,"{'speed': 4.41, 'deg': 225, 'gust': 5.96}",{'all': 100},1710685328,"{'type': 2, 'id': 72671, 'country': 'ES', 'sunrise': 1710657907, 'sunset': 1710701132}",3600,3122426,Finisterra,200,,
"{'lon': 71, 'lat': 39.8333}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 0.1, 'feels_like': -4.38, 'temp_min': 0.1, 'temp_max': 0.1, 'pressure': 1024, 'humidity': 52, 'sea_level': 1024, 'grnd_level': 780}",10000.0,"{'speed': 4.32, 'deg': 179, 'gust': 3.15}",{'all': 22},1710685071,"{'country': 'KG', 'sunrise': 1710638651, 'sunset': 1710681869}",21600,1463580,Batken,200,,
"{'lon': 34.15, 'lat': -3.0833}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 28.88, 'feels_like': 28.86, 'temp_min': 28.88, 'temp_max': 28.88, 'pressure': 1007, 'humidity': 44, 'sea_level': 1007, 'grnd_level': 867}",10000.0,"{'speed': 3.91, 'deg': 204, 'gust': 3.32}",{'all': 54},1710685328,"{'country': 'TZ', 'sunrise': 1710647287, 'sunset': 1710690918}",10800,156974,Kisesa,200,,
"{'lon': 91.5833, 'lat': 51.2833}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': -12.03, 'feels_like': -17.17, 'temp_min': -12.03, 'temp_max': -12.03, 'pressure': 1038, 'humidity': 87, 'sea_level': 1038, 'grnd_level': 924}",10000.0,"{'speed': 2.43, 'deg': 146, 'gust': 2.44}",{'all': 77},1710685328,"{'country': 'RU', 'sunrise': 1710633784, 'sunset': 1710676859}",25200,1508501,Chadan,200,,
"{'lon': 120.7198, 'lat': 15.0646}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 25.84, 'feels_like': 26.36, 'temp_min': 25.84, 'temp_max': 26.19, 'pressure': 1013, 'humidity': 72, 'sea_level': 1013, 'grnd_level': 1008}",10000.0,"{'speed': 1.68, 'deg': 37, 'gust': 3.19}",{'all': 69},1710685194,"{'type': 1, 'id': 8152, 'country': 'PH', 'sunrise': 1710626608, 'sunset': 1710670052}",28800,1699805,Mexico,200,,
"{'lon': -1.1494, 'lat': 60.1545}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 7, 'feels_like': 1.75, 'temp_min': 7, 'temp_max': 7, 'pressure': 1009, 'humidity': 96, 'sea_level': 1009, 'grnd_level': 1005}",9944.0,"{'speed': 12.18, 'deg': 165, 'gust': 15.82}",{'all': 100},1710685328,"{'type': 1, 'id': 1438, 'country': 'GB', 'sunrise': 1710656063, 'sunset': 1710699083}",0,2644605,Lerwick,200,,
"{'lon': -82.8667, 'lat': 8.2833}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 27.83, 'feels_like': 29.86, 'temp_min': 27.83, 'temp_max': 29.99, 'pressure': 1010, 'humidity': 66}",10000.0,"{'speed': 0.84, 'deg': 61, 'gust': 1.41}",{'all': 85},1710685072,"{'type': 2, 'id': 2083346, 'country': 'PA', 'sunrise': 1710675417, 'sunset': 1710718944}",-18000,3702431,Puerto Armuelles,200,,
"{'lon': 101.5036, 'lat': 54.3419}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",stations,"{'temp': -3.53, 'feels_like': -9.96, 'temp_min': -3.53, 'temp_max': -3.53, 'pressure': 1024, 'humidity': 93, 'sea_level': 1024, 'grnd_level': 959}",1256.0,"{'speed': 6.06, 'deg': 271, 'gust': 15.56}",{'all': 100},1710685329,"{'country': 'RU', 'sunrise': 1710631429, 'sunset': 1710674453}",28800,2021093,Kuytun,200,,{'1h': 0.17}
"{'lon': 8.3058, 'lat': 39.145}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 15.45, 'feels_like': 15.01, 'temp_min': 15.45, 'temp_max': 15.45, 'pressure': 1024, 'humidity': 75, 'sea_level': 1024, 'grnd_level': 1022}",10000.0,"{'speed': 3.62, 'deg': 281, 'gust': 4.31}",{'all': 14},1710685329,"{'country': 'IT', 'sunrise': 1710653678, 'sunset': 1710696930}",3600,2525348,Carloforte,200,,
"{'lon': -58.8932, 'lat': -32.6857}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 24.26, 'feels_like': 25.17, 'temp_min': 24.26, 'temp_max': 24.26, 'pressure': 1011, 'humidity': 93, 'sea_level': 1011, 'grnd_level': 1006}",10000.0,"{'speed': 5.36, 'deg': 105, 'gust': 9.38}",{'all': 100},1710685329,"{'type': 2, 'id': 2036941, 'country': 'AR', 'sunrise': 1710669421, 'sunset': 1710713436}",-10800,3427582,Urdinarrain,200,,
"{'lon': 144.9667, 'lat': -6.0167}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 17.8, 'feels_like': 18.22, 'temp_min': 17.8, 'temp_max': 17.8, 'pressure': 1015, 'humidity': 99, 'sea_level': 1015, 'grnd_level': 789}",10000.0,"{'speed': 0.28, 'deg': 135, 'gust': 0.57}",{'all': 100},1710685329,"{'country': 'PG', 'sunrise': 1710707070, 'sunset': 1710750718}",36000,2093059,Kundiawa,200,,
"{'lon': 128.0095, 'lat': 1.7284}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 26.2, 'feels_like': 26.2, 'temp_min': 26.2, 'temp_max': 26.2, 'pressure': 1011, 'humidity': 84, 'sea_level': 1011, 'grnd_level': 998}",10000.0,"{'speed': 4.12, 'deg': 337, 'gust': 5.63}",{'all': 79},1710685329,"{'country': 'ID', 'sunrise': 1710624791, 'sunset': 1710668371}",32400,1623651,Tobelo,200,,
"{'lon': 135.9833, 'lat': 33.7333}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 11.47, 'feels_like': 11.1, 'temp_min': 11.47, 'temp_max': 11.47, 'pressure': 1010, 'humidity': 93, 'sea_level': 1010, 'grnd_level': 991}",10000.0,"{'speed': 1.41, 'deg': 312, 'gust': 2}",{'all': 100},1710685329,"{'country': 'JP', 'sunrise': 1710623040, 'sunset': 1710666295}",32400,1847947,Shingū,200,,
"{'lon': 106.1502, 'lat': -6.1149}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 25.21, 'feels_like': 26.08, 'temp_min': 25.21, 'temp_max': 25.21, 'pressure': 1011, 'humidity': 88, 'sea_level': 1011, 'grnd_level': 997}",10000.0,"{'speed': 3.15, 'deg': 231, 'gust': 6.37}",{'all': 0},1710685329,"{'country': 'ID', 'sunrise': 1710629993, 'sunset': 1710673660}",25200,1627549,Serang,200,,
"{'lon': 35.3116, 'lat': 29.8004}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 22, 'feels_like': 20.78, 'temp_min': 22, 'temp_max': 22, 'pressure': 1008, 'humidity': 20, 'sea_level': 1008, 'grnd_level': 901}",10000.0,"{'speed': 2.67, 'deg': 299, 'gust': 4.05}",{'all': 92},1710685073,"{'type': 1, 'id': 7521, 'country': 'JO', 'sunrise': 1710647161, 'sunset': 1710690487}",10800,250462,Al Quwayrah,200,,
"{'lon': 80.217, 'lat': 6.0367}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 27.21, 'feels_like': 29.12, 'temp_min': 27.21, 'temp_max': 27.21, 'pressure': 1011, 'humidity': 69, 'sea_level': 1011, 'grnd_level': 1010}",10000.0,"{'speed': 4.91, 'deg': 113, 'gust': 7.1}",{'all': 4},1710685329,"{'country': 'LK', 'sunrise': 1710636280, 'sunset': 1710679817}",19800,1246294,Galle,200,,
"{'lon': 105.98, 'lat': 9.6033}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 26.56, 'feels_like': 26.56, 'temp_min': 26.56, 'temp_max': 26.56, 'pressure': 1011, 'humidity': 81, 'sea_level': 1011, 'grnd_level': 1011}",10000.0,"{'speed': 5.44, 'deg': 109, 'gust': 10.55}",{'all': 86},1710685330,"{'country': 'VN', 'sunrise': 1710630117, 'sunset': 1710673617}",25200,1567788,Soc Trang,200,,
"{'lon': -4.2167, 'lat': 51.0333}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 12.92, 'feels_like': 12.28, 'temp_min': 12.92, 'temp_max': 13.55, 'pressure': 1013, 'humidity': 77, 'sea_level': 1013, 'grnd_level': 1005}",10000.0,"{'speed': 6.99, 'deg': 241, 'gust': 9.97}",{'all': 45},1710685330,"{'type': 2, 'id': 2002666, 'country': 'GB', 'sunrise': 1710656739, 'sunset': 1710699879}",0,2641434,Northam,200,,
"{'lon': 1.3862, 'lat': 51.3813}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 11.95, 'feels_like': 11.63, 'temp_min': 11.5, 'temp_max': 13.26, 'pressure': 1014, 'humidity': 93}",10000.0,"{'speed': 4.02, 'deg': 191, 'gust': 5.36}",{'all': 100},1710685073,"{'type': 2, 'id': 2072746, 'country': 'GB', 'sunrise': 1710655398, 'sunset': 1710698530}",0,2643044,Margate,200,,
"{'lon': 5.1833, 'lat': 59.2667}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 4.16, 'feels_like': -0.99, 'temp_min': 4.14, 'temp_max': 4.67, 'pressure': 1021, 'humidity': 38}",10000.0,"{'speed': 8.23, 'deg': 150, 'gust': 13.38}",{'all': 75},1710685330,"{'type': 1, 'id': 1631, 'country': 'NO', 'sunrise': 1710654539, 'sunset': 1710697567}",3600,3163443,Åkrehamn,200,{'1h': 0.15},
"{'lon': 97.75, 'lat': 22.9333}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 20.66, 'feels_like': 19.54, 'temp_min': 20.66, 'temp_max': 20.66, 'pressure': 1013, 'humidity': 29, 'sea_level': 1013, 'grnd_level': 921}",10000.0,"{'speed': 1.33, 'deg': 49, 'gust': 1.16}",{'all': 5},1710685330,"{'country': 'MM', 'sunrise': 1710632155, 'sunset': 1710675528}",23400,1314759,Lashio,200,,
"{'lon': 14.2714, 'lat': 27.5496}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 24.24, 'feels_like': 23.24, 'temp_min': 24.24, 'temp_max': 24.24, 'pressure': 1019, 'humidity': 20, 'sea_level': 1019, 'grnd_level': 978}",10000.0,"{'speed': 6.5, 'deg': 14, 'gust': 7.06}",{'all': 1},1710685116,"{'country': 'LY', 'sunrise': 1710652197, 'sunset': 1710695548}",7200,2218478,Brak,200,,
"{'lon': 109.9097, 'lat': 51.8462}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': -10.09, 'feels_like': -14.17, 'temp_min': -10.09, 'temp_max': -10.09, 'pressure': 1026, 'humidity': 91, 'sea_level': 1026, 'grnd_level': 930}",10000.0,"{'speed': 1.98, 'deg': 216, 'gust': 1.72}",{'all': 100},1710685073,"{'country': 'RU', 'sunrise': 1710629397, 'sunset': 1710672451}",28800,2022003,Kizhinga,200,,
"{'lon': -79.9342, 'lat': -6.8367}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 23.16, 'feels_like': 23.7, 'temp_min': 23.16, 'temp_max': 23.16, 'pressure': 1010, 'humidity': 83}",10000.0,"{'speed': 3.6, 'deg': 210}",{'all': 0},1710685074,"{'type': 1, 'id': 8680, 'country': 'PE', 'sunrise': 1710674645, 'sunset': 1710718309}",-18000,3693584,Pimentel,200,,
"{'lon': 50.263, 'lat': 44.5086}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 4.56, 'feels_like': -0.4, 'temp_min': 4.56, 'temp_max': 4.56, 'pressure': 1019, 'humidity': 84, 'sea_level': 1019, 'grnd_level': 1017}",10000.0,"{'speed': 8.01, 'deg': 276, 'gust': 13.02}",{'all': 100},1710685330,"{'country': 'KZ', 'sunrise': 1710643647, 'sunset': 1710686826}",18000,609906,Fort-Shevchenko,200,,
"{'lon': -78.1162, 'lat': 48.5669}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",stations,"{'temp': 0.1, 'feels_like': -2.75, 'temp_min': 0.1, 'temp_max': 0.1, 'pressure': 993, 'humidity': 97, 'sea_level': 993, 'grnd_level': 955}",1377.0,"{'speed': 2.35, 'deg': 217, 'gust': 3.64}",{'all': 100},1710685074,"{'country': 'CA', 'sunrise': 1710674435, 'sunset': 1710717646}",-14400,5884588,Amos,200,,{'1h': 0.19}
"{'lon': -16.85, 'lat': 32.6333}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 21.07, 'feels_like': 21.32, 'temp_min': 19.51, 'temp_max': 22.23, 'pressure': 1018, 'humidity': 80}",10000.0,"{'speed': 3.09, 'deg': 210}",{'all': 40},1710685330,"{'type': 2, 'id': 2017227, 'country': 'PT', 'sunrise': 1710659681, 'sunset': 1710702999}",0,2270258,Caniço,200,,
"{'lon': 46.3222, 'lat': 2.7603}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 28.87, 'feels_like': 31.92, 'temp_min': 28.87, 'temp_max': 28.87, 'pressure': 1009, 'humidity': 67, 'sea_level': 1009, 'grnd_level': 1009}",10000.0,"{'speed': 8.69, 'deg': 90, 'gust': 9.25}",{'all': 6},1710685331,"{'country': 'SO', 'sunrise': 1710644396, 'sunset': 1710687967}",10800,63344,Cadale,200,,
"{'lon': 6.1906, 'lat': 10.0706}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 42.55, 'feels_like': 39.01, 'temp_min': 42.55, 'temp_max': 42.55, 'pressure': 1004, 'humidity': 8, 'sea_level': 1004, 'grnd_level': 976}",10000.0,"{'speed': 2.25, 'deg': 72, 'gust': 4.25}",{'all': 92},1710685215,"{'country': 'NG', 'sunrise': 1710654059, 'sunset': 1710697563}",3600,2322263,Tegina,200,,
"{'lon': 90.5264, 'lat': 53.1319}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': -4.54, 'feels_like': -9.89, 'temp_min': -4.54, 'temp_max': -4.54, 'pressure': 1033, 'humidity': 86, 'sea_level': 1033, 'grnd_level': 989}",10000.0,"{'speed': 4.03, 'deg': 230, 'gust': 7.52}",{'all': 53},1710685331,"{'country': 'RU', 'sunrise': 1710634050, 'sunset': 1710677100}",25200,1511304,Askiz,200,,
"{'lon': -9.6149, 'lat': 16.6614}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 36.9, 'feels_like': 33.85, 'temp_min': 36.9, 'temp_max': 36.9, 'pressure': 1010, 'humidity': 5, 'sea_level': 1010, 'grnd_level': 985}",10000.0,"{'speed': 7.46, 'deg': 73, 'gust': 7.5}",{'all': 0},1710685331,"{'country': 'MR', 'sunrise': 1710657879, 'sunset': 1710701328}",0,2381291,Ayoun El Atrous,200,,
"{'lon': 41.0381, 'lat': 30.9753}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 28.01, 'feels_like': 26.65, 'temp_min': 28.01, 'temp_max': 28.01, 'pressure': 1012, 'humidity': 15}",10000.0,"{'speed': 7.72, 'deg': 140}",{'all': 20},1710685331,"{'type': 1, 'id': 7430, 'country': 'SA', 'sunrise': 1710645793, 'sunset': 1710689107}",10800,108512,Arar,200,,
"{'lon': 55.7679, 'lat': -21.3585}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 29.77, 'feels_like': 36.77, 'temp_min': 29.77, 'temp_max': 29.77, 'pressure': 1017, 'humidity': 84, 'sea_level': 1017, 'grnd_level': 1010}",10000.0,"{'speed': 5.14, 'deg': 79, 'gust': 5.66}",{'all': 43},1710685331,"{'type': 1, 'id': 2127, 'country': 'RE', 'sunrise': 1710641985, 'sunset': 1710685845}",14400,935215,Saint-Philippe,200,{'1h': 0.12},
"{'lon': -85.5699, 'lat': 30.153}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 20.3, 'feels_like': 20.5, 'temp_min': 18.9, 'temp_max': 21.62, 'pressure': 1014, 'humidity': 81}",10000.0,"{'speed': 3.6, 'deg': 40}",{'all': 20},1710685075,"{'type': 2, 'id': 19098, 'country': 'US', 'sunrise': 1710676149, 'sunset': 1710719509}",-18000,4149635,Callaway,200,,
"{'lon': 128.0847, 'lat': 35.1928}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 8.9, 'feels_like': 8.1, 'temp_min': 8.9, 'temp_max': 8.9, 'pressure': 1020, 'humidity': 50, 'sea_level': 1020, 'grnd_level': 1010}",10000.0,"{'speed': 1.79, 'deg': 9, 'gust': 2.99}",{'all': 100},1710685331,"{'type': 1, 'id': 5507, 'country': 'KR', 'sunrise': 1710624942, 'sunset': 1710668184}",32400,1846052,Jinju,200,,
"{'lon': -52.7813, 'lat': 47.5166}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 0.77, 'feels_like': -3.05, 'temp_min': -0.58, 'temp_max': 1.85, 'pressure': 1013, 'humidity': 71}",10000.0,"{'speed': 3.6, 'deg': 10}",{'all': 75},1710685331,"{'type': 2, 'id': 2009430, 'country': 'CA', 'sunrise': 1710668359, 'sunset': 1710711564}",-9000,6082231,Mount Pearl,200,,
"{'lon': 45.4833, 'lat': -25.3}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 28.15, 'feels_like': 30.82, 'temp_min': 28.15, 'temp_max': 28.15, 'pressure': 1012, 'humidity': 69, 'sea_level': 1012, 'grnd_level': 1005}",10000.0,"{'speed': 4.27, 'deg': 146, 'gust': 5.88}",{'all': 81},1710685331,"{'country': 'MG', 'sunrise': 1710644424, 'sunset': 1710688342}",10800,1054500,Tsiombe,200,,
"{'lon': 121.9667, 'lat': 53.9667}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': -12.92, 'feels_like': -16.84, 'temp_min': -12.92, 'temp_max': -12.92, 'pressure': 1024, 'humidity': 91, 'sea_level': 1024, 'grnd_level': 956}",7326.0,"{'speed': 1.66, 'deg': 1, 'gust': 1.96}",{'all': 100},1710685332,"{'country': 'RU', 'sunrise': 1710626524, 'sunset': 1710669538}",32400,2012938,Yerofey Pavlovich,200,,
"{'lon': 40.5433, 'lat': 64.5401}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': -1.94, 'feels_like': -6.67, 'temp_min': -1.94, 'temp_max': -1.94, 'pressure': 1020, 'humidity': 46}",10000.0,"{'speed': 4, 'deg': 360}",{'all': 40},1710685306,"{'type': 1, 'id': 8922, 'country': 'RU', 'sunrise': 1710646119, 'sunset': 1710689018}",10800,581049,Arkhangelsk,200,,
"{'lon': 44.1277, 'lat': 17.4924}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 31.36, 'feels_like': 29.35, 'temp_min': 31.36, 'temp_max': 31.36, 'pressure': 1011, 'humidity': 19, 'sea_level': 1011, 'grnd_level': 845}",10000.0,"{'speed': 5.91, 'deg': 83, 'gust': 3.83}",{'all': 55},1710685332,"{'type': 1, 'id': 7421, 'country': 'SA', 'sunrise': 1710644992, 'sunset': 1710688425}",10800,103630,Najrān,200,,
"{'lon': 39.0584, 'lat': 3.5167}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 32.96, 'feels_like': 31.23, 'temp_min': 32.96, 'temp_max': 32.96, 'pressure': 1007, 'humidity': 24, 'sea_level': 1007, 'grnd_level': 894}",10000.0,"{'speed': 5.69, 'deg': 99, 'gust': 6.43}",{'all': 4},1710685075,"{'country': 'KE', 'sunrise': 1710646143, 'sunset': 1710689707}",10800,186180,Moyale,200,,
"{'lon': -118.0353, 'lat': 34.1397}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 9.99, 'feels_like': 9.36, 'temp_min': 8.08, 'temp_max': 11.62, 'pressure': 1018, 'humidity': 82}",10000.0,"{'speed': 1.79, 'deg': 20, 'gust': 1.75}",{'all': 91},1710685076,"{'type': 2, 'id': 2006672, 'country': 'US', 'sunrise': 1710683948, 'sunset': 1710727290}",-25200,5324477,Arcadia,200,,
"{'lon': 160.7034, 'lat': -8.7676}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 25.92, 'feels_like': 26.92, 'temp_min': 25.92, 'temp_max': 25.92, 'pressure': 1008, 'humidity': 90, 'sea_level': 1008, 'grnd_level': 990}",10000.0,"{'speed': 2.34, 'deg': 291, 'gust': 3.44}",{'all': 100},1710685332,"{'country': 'SB', 'sunrise': 1710703281, 'sunset': 1710746955}",39600,2109701,Auki,200,,
"{'lon': -43.8514, 'lat': -19.7697}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 31.33, 'feels_like': 33.83, 'temp_min': 30.99, 'temp_max': 31.6, 'pressure': 1018, 'humidity': 53}",10000.0,"{'speed': 2.57, 'deg': 0}",{'all': 20},1710685076,"{'type': 1, 'id': 8381, 'country': 'BR', 'sunrise': 1710665910, 'sunset': 1710709728}",-10800,3450144,Santa Luzia,200,,
"{'lon': -25.4333, 'lat': 37.7167}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 18.27, 'feels_like': 18.74, 'temp_min': 17.23, 'temp_max': 18.27, 'pressure': 1022, 'humidity': 99, 'sea_level': 1022, 'grnd_level': 998}",10000.0,"{'speed': 4.07, 'deg': 225, 'gust': 5.52}",{'all': 84},1710685332,"{'type': 2, 'id': 131456, 'country': 'PT', 'sunrise': 1710661760, 'sunset': 1710705039}",-3600,3372472,Vila Franca do Campo,200,,
"{'lon': 121.9702, 'lat': 20.4487}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 24.89, 'feels_like': 25.45, 'temp_min': 24.89, 'temp_max': 24.89, 'pressure': 1016, 'humidity': 77, 'sea_level': 1016, 'grnd_level': 1015}",10000.0,"{'speed': 5.31, 'deg': 89, 'gust': 5.14}",{'all': 39},1710685076,"{'country': 'PH', 'sunrise': 1710626334, 'sunset': 1710669726}",28800,1726449,Basco,200,,
